student_id,age,region,enroll_date,exam_season,courses_enrolled,completed_assignments,completion_rate,login_frequency,last_activity_days_ago,forum_posts_count,dropout_score,label,label_multiclass,label_name
STU02390,24,Beirut,2024-12-10,0,7,0,0.0,2.02,5,1,0.5031,1,1,at-risk
STU02391,18,Riyadh,2024-12-29,0,1,1,0.2611,1.8,12,0,0.5944,1,1,at-risk
STU02392,27,Riyadh,2024-09-14,0,1,1,0.1475,0.6,1,2,0.7559,1,2,dropped
STU02393,22,Baghdad,2024-12-21,0,4,4,0.2067,4.5,24,9,0.4468,1,1,at-risk
STU02394,18,Beirut,2024-12-29,0,4,3,0.172,0.1,8,2,0.6561,1,2,dropped
STU02395,24,Alexandria,2024-06-29,0,3,0,0.0,1.5,8,3,0.4387,1,1,at-risk
STU02396,21,Baghdad,2024-09-02,0,6,2,0.0628,0.26,6,1,0.587,1,1,at-risk
STU02397,28,Doha,2024-10-19,1,6,0,0.0105,1.39,11,1,0.7032,1,2,dropped
STU02398,18,Tunis,2024-12-11,0,5,6,0.2398,2.11,16,4,0.6385,1,2,dropped
STU02399,27,Baghdad,2024-05-26,0,5,7,0.2988,1.85,2,0,0.5582,1,1,at-risk
STU02400,17,Tunis,2024-01-07,0,4,3,0.1694,0.32,9,1,0.5459,1,1,at-risk
STU02401,21,Baghdad,2024-02-24,0,1,1,0.2519,5.68,12,5,0.3055,1,1,at-risk
STU02402,21,Cairo,2024-07-14,0,7,0,0.0,0.53,10,1,0.7279,1,2,dropped
STU02403,26,Riyadh,2024-01-28,0,7,3,0.089,1.32,2,1,0.6649,1,2,dropped
STU02404,24,Cairo,2024-04-12,0,5,6,0.2338,1.15,1,1,0.7097,1,2,dropped
STU02405,27,Amman,2024-03-23,0,5,0,0.0191,1.75,8,5,0.4223,1,1,at-risk
STU02406,21,Amman,2024-12-15,0,3,3,0.221,3.35,1,6,0.3861,1,1,at-risk
STU02407,21,Amman,2024-03-15,0,2,0,0.0,0.25,5,0,0.9081,1,2,dropped
STU02408,18,Cairo,2024-12-19,0,4,0,0.0,0.17,28,1,0.7928,1,2,dropped
STU02409,17,Amman,2024-04-14,1,1,3,0.6036,9.98,3,11,0.2483,0,0,active
STU02410,34,Baghdad,2024-01-17,0,7,11,0.3235,6.38,1,9,0.0195,0,0,active
STU02411,17,Beirut,2024-08-19,0,6,12,0.4033,4.37,15,5,0.2113,0,0,active
STU02412,30,Alexandria,2024-11-11,0,3,10,0.6345,6.42,5,10,0.0,0,0,active
STU02413,17,Baghdad,2024-04-24,1,3,2,0.1283,4.18,10,6,0.5464,1,1,at-risk
STU02414,23,Baghdad,2024-07-18,0,2,5,0.4756,5.6,1,4,0.0513,0,0,active
STU02415,22,Dubai,2024-09-18,0,5,0,0.0,1.72,5,1,0.4593,1,1,at-risk
STU02416,27,Amman,2024-12-20,0,5,5,0.2196,1.01,3,2,0.5571,1,1,at-risk
STU02417,32,Cairo,2024-07-14,0,6,6,0.1895,1.15,2,0,0.7654,1,2,dropped
STU02418,17,Tunis,2024-08-01,0,6,3,0.0905,1.52,6,3,0.5169,1,1,at-risk
STU02419,24,Beirut,2024-10-09,0,3,3,0.2147,2.84,18,1,0.6052,1,2,dropped
STU02420,28,Cairo,2024-01-07,0,6,15,0.5165,2.37,10,2,0.2306,0,0,active
STU02421,17,Amman,2024-04-13,0,5,7,0.2797,2.61,19,4,0.58,1,1,at-risk
STU02422,23,Doha,2024-08-14,0,4,3,0.1356,1.34,18,1,0.6788,1,2,dropped
STU02423,23,Dubai,2024-11-20,0,1,0,0.0,0.48,7,2,0.5445,1,1,at-risk
STU02424,28,Beirut,2024-10-28,1,3,0,0.0,0.55,3,0,0.8111,1,2,dropped
STU02425,26,Baghdad,2024-11-04,1,6,8,0.2686,4.78,16,1,0.3972,1,1,at-risk
STU02426,20,Dubai,2024-04-09,0,2,2,0.2209,4.24,5,6,0.2585,0,0,active
STU02427,25,Amman,2024-08-17,0,1,0,0.0452,1.08,19,2,0.6388,1,2,dropped
STU02428,30,Riyadh,2024-12-15,0,5,13,0.5114,2.43,2,3,0.2759,0,0,active
STU02429,25,Alexandria,2024-04-05,0,7,17,0.4933,7.29,16,10,0.2259,0,0,active
STU02430,22,Riyadh,2024-09-20,0,6,0,0.0,1.16,3,3,0.5807,1,1,at-risk
STU02431,23,Alexandria,2024-07-12,0,1,1,0.21,3.16,1,5,0.3714,1,1,at-risk
STU02432,17,Cairo,2024-08-07,0,6,4,0.1395,1.83,18,4,0.6068,1,2,dropped
STU02433,23,Amman,2024-10-11,0,3,0,0.0226,0.44,3,2,0.6438,1,2,dropped
STU02434,26,Amman,2024-03-07,0,2,0,0.0129,0.4,6,2,0.5648,1,1,at-risk
STU02435,17,Riyadh,2024-10-26,1,4,0,0.0,0.1,5,2,0.8644,1,2,dropped
STU02436,19,Amman,2024-01-03,0,7,7,0.1918,1.93,1,2,0.4525,1,1,at-risk
STU02437,22,Beirut,2024-08-26,0,5,1,0.0311,1.21,11,0,0.6963,1,2,dropped
STU02438,21,Riyadh,2024-01-21,0,4,1,0.0556,6.71,3,8,0.2115,0,0,active
STU02439,19,Riyadh,2024-06-14,0,1,1,0.2561,2.45,14,5,0.3836,1,1,at-risk
STU02440,18,Doha,2024-01-27,0,3,4,0.297,4.25,5,3,0.3815,1,1,at-risk
STU02441,17,Doha,2024-12-04,0,2,2,0.2483,1.64,7,1,0.5012,1,1,at-risk
STU02442,17,Amman,2024-09-08,0,3,6,0.4066,2.69,16,1,0.4466,1,1,at-risk
STU02443,17,Doha,2024-10-08,0,2,3,0.3429,3.32,1,3,0.127,0,0,active
STU02444,22,Beirut,2024-02-07,0,4,1,0.0724,0.25,19,2,0.7905,1,2,dropped
STU02445,21,Beirut,2024-09-26,0,1,0,0.0393,0.47,4,2,0.5193,1,1,at-risk
STU02446,25,Dubai,2024-04-04,0,4,3,0.1391,0.1,12,2,0.5248,1,1,at-risk
STU02447,19,Baghdad,2024-02-04,0,1,1,0.1295,0.35,22,2,0.8069,1,2,dropped
STU02448,24,Baghdad,2024-03-22,0,6,2,0.0688,1.11,3,3,0.6588,1,2,dropped
STU02449,27,Tunis,2024-10-05,0,6,14,0.4636,6.13,10,7,0.074,0,0,active
STU02450,29,Baghdad,2024-07-25,0,5,11,0.429,2.99,6,4,0.1818,0,0,active
STU02451,26,Alexandria,2024-06-27,0,3,1,0.0817,1.6,13,2,0.3708,1,1,at-risk
STU02452,20,Dubai,2024-04-19,1,4,6,0.2847,1.39,4,1,0.6872,1,2,dropped
STU02453,20,Beirut,2024-06-18,0,5,8,0.3298,3.14,12,6,0.135,0,0,active
STU02454,20,Beirut,2024-05-30,0,3,8,0.5018,6.97,2,7,0.066,0,0,active
STU02455,27,Dubai,2024-11-12,0,6,14,0.452,1.77,14,0,0.4431,1,1,at-risk
STU02456,21,Baghdad,2024-08-31,0,2,2,0.2216,2.88,19,7,0.6435,1,2,dropped
STU02457,23,Baghdad,2024-11-28,0,2,0,0.0071,1.75,24,2,0.5381,1,1,at-risk
STU02458,29,Cairo,2024-02-28,0,5,24,0.9567,13.73,3,21,0.0,0,0,active
STU02459,34,Beirut,2024-08-16,0,3,15,1.0,13.27,2,20,0.0,0,0,active
STU02460,30,Dubai,2024-11-24,0,2,7,0.697,9.95,5,6,0.1372,0,0,active
STU02461,17,Doha,2024-11-14,0,2,2,0.2236,1.9,23,4,0.6777,1,2,dropped
STU02462,22,Dubai,2024-01-21,0,5,2,0.092,1.19,2,1,0.6694,1,2,dropped
STU02463,28,Beirut,2024-07-14,0,6,0,0.0,0.84,2,1,0.6673,1,2,dropped
STU02464,28,Alexandria,2024-07-16,0,6,5,0.165,2.78,18,2,0.4132,1,1,at-risk
STU02465,23,Amman,2024-10-03,0,2,1,0.1457,1.93,1,3,0.5698,1,1,at-risk
STU02466,27,Amman,2024-01-13,0,4,3,0.1624,1.25,1,5,0.7287,1,2,dropped
STU02467,23,Baghdad,2024-07-10,0,7,9,0.2673,2.13,4,2,0.3592,1,1,at-risk
STU02468,19,Baghdad,2024-09-17,0,4,0,0.0,1.72,8,0,0.5541,1,1,at-risk
STU02469,18,Casablanca,2024-09-06,0,2,2,0.236,0.24,29,1,0.9012,1,2,dropped
STU02470,22,Cairo,2024-05-31,0,3,2,0.1528,1.68,2,0,0.5764,1,1,at-risk
STU02471,21,Dubai,2024-06-13,0,1,4,0.8145,11.21,2,16,0.0,0,0,active
STU02472,28,Baghdad,2024-02-12,0,4,7,0.3721,5.02,14,6,0.1427,0,0,active
STU02473,31,Alexandria,2024-03-26,0,7,5,0.1514,3.78,1,0,0.4411,1,1,at-risk
STU02474,22,Baghdad,2024-09-30,0,1,1,0.1147,0.89,18,0,0.7962,1,2,dropped
STU02475,24,Cairo,2024-11-16,0,7,5,0.1364,0.1,1,0,0.6674,1,2,dropped
STU02476,20,Alexandria,2024-04-17,1,7,9,0.2645,4.96,38,6,0.7622,1,2,dropped
STU02477,17,Dubai,2024-12-16,0,4,7,0.3421,2.79,5,2,0.1981,0,0,active
STU02478,25,Tunis,2024-02-23,0,5,9,0.3439,5.77,14,4,0.2438,0,0,active
STU02479,24,Dubai,2024-10-02,0,3,0,0.0,0.56,3,1,0.4868,1,1,at-risk
STU02480,30,Tunis,2024-11-27,0,1,1,0.1359,2.03,11,1,0.4693,1,1,at-risk
STU02481,23,Alexandria,2024-12-17,0,1,3,0.5738,6.72,1,8,0.2516,0,0,active
STU02482,19,Riyadh,2024-01-13,0,5,10,0.3864,3.95,7,5,0.1012,0,0,active
STU02483,27,Casablanca,2024-06-18,0,3,9,0.6103,11.76,22,19,0.0689,0,0,active
STU02484,23,Cairo,2024-02-14,0,3,0,0.0,0.47,10,0,0.6795,1,2,dropped
STU02485,28,Alexandria,2024-01-28,0,5,0,0.0,1.0,14,3,0.6258,1,2,dropped
STU02486,24,Riyadh,2024-05-08,0,3,5,0.3645,5.93,14,6,0.077,0,0,active
STU02487,22,Baghdad,2024-02-06,0,5,4,0.1667,0.95,1,0,0.5646,1,1,at-risk
STU02488,31,Doha,2024-04-26,1,2,0,0.0416,1.78,14,1,0.5617,1,1,at-risk
STU02489,37,Amman,2024-07-27,0,2,3,0.3414,1.87,25,0,0.4127,1,1,at-risk
STU02490,28,Tunis,2024-08-18,0,3,3,0.1966,1.51,8,3,0.3742,1,1,at-risk
STU02491,27,Tunis,2024-08-09,0,6,11,0.3651,2.28,5,10,0.1876,0,0,active
STU02492,21,Beirut,2024-01-09,0,5,5,0.2138,3.29,9,5,0.319,1,1,at-risk
STU02493,21,Tunis,2024-12-10,0,5,19,0.747,9.53,3,14,0.0,0,0,active
STU02494,23,Alexandria,2024-09-30,0,2,1,0.1083,1.55,12,3,0.2811,0,0,active
STU02495,21,Cairo,2024-11-24,0,1,1,0.2398,3.96,21,8,0.4604,1,1,at-risk
STU02496,17,Doha,2024-02-02,0,3,0,0.019,2.38,2,1,0.4522,1,1,at-risk
STU02497,23,Doha,2024-01-24,0,5,4,0.1788,0.89,14,1,0.62,1,2,dropped
STU02498,28,Alexandria,2024-07-02,0,2,4,0.3734,2.53,10,5,0.2576,0,0,active
STU02499,20,Baghdad,2024-02-24,0,3,5,0.3152,4.48,22,7,0.2676,0,0,active
STU02500,17,Amman,2024-12-17,0,7,0,0.0,1.45,3,1,0.6591,1,2,dropped
STU02501,23,Amman,2024-11-06,0,3,11,0.7595,6.88,3,3,0.0,0,0,active
STU02502,25,Alexandria,2024-05-24,0,3,2,0.1445,2.48,13,2,0.4974,1,1,at-risk
STU02503,31,Casablanca,2024-07-14,0,1,1,0.2507,4.3,14,8,0.1955,0,0,active
STU02504,17,Tunis,2024-12-04,0,1,2,0.3597,5.94,23,8,0.2958,0,0,active
STU02505,30,Cairo,2024-08-30,0,7,25,0.7283,5.98,4,9,0.1078,0,0,active
STU02506,17,Riyadh,2024-09-30,0,7,20,0.5809,7.52,1,8,0.0846,0,0,active
STU02507,20,Dubai,2024-03-10,0,3,9,0.5852,5.19,8,4,0.1284,0,0,active
STU02508,33,Tunis,2024-10-06,0,7,3,0.0859,0.84,6,1,0.4805,1,1,at-risk
STU02509,23,Amman,2024-11-20,0,6,0,0.0,0.56,4,0,0.6592,1,2,dropped
STU02510,24,Riyadh,2024-06-01,0,7,7,0.1974,3.61,1,3,0.3053,1,1,at-risk
STU02511,22,Beirut,2024-01-06,0,2,3,0.2746,0.96,3,1,0.6375,1,2,dropped
STU02512,19,Baghdad,2024-10-11,0,6,0,0.0,1.67,3,0,0.47,1,1,at-risk
STU02513,30,Riyadh,2024-03-04,0,7,11,0.3105,3.48,10,6,0.1125,0,0,active
STU02514,17,Cairo,2024-01-03,0,5,4,0.17,0.76,4,0,0.8631,1,2,dropped
STU02515,25,Doha,2024-11-01,1,2,0,0.0,0.41,6,1,0.7379,1,2,dropped
STU02516,29,Tunis,2024-10-02,0,6,5,0.1813,1.82,10,3,0.5216,1,1,at-risk
STU02517,23,Baghdad,2024-02-13,0,4,20,1.0,12.4,2,17,0.0,0,0,active
STU02518,27,Amman,2024-04-17,1,6,0,0.0,0.62,2,3,0.579,1,1,at-risk
STU02519,25,Beirut,2024-04-18,1,5,15,0.5909,4.57,4,5,0.2337,0,0,active
STU02520,24,Tunis,2024-11-26,0,4,8,0.4068,3.33,1,3,0.0731,0,0,active
STU02521,17,Baghdad,2024-03-13,0,6,12,0.3989,3.23,8,1,0.122,0,0,active
STU02522,18,Riyadh,2024-04-04,0,7,10,0.2742,2.22,4,1,0.5538,1,1,at-risk
STU02523,29,Dubai,2024-11-11,0,2,3,0.2644,5.44,2,8,0.4734,1,1,at-risk
STU02524,21,Amman,2024-04-09,0,1,1,0.282,4.64,22,8,0.2953,0,0,active
STU02525,20,Alexandria,2024-04-02,0,6,4,0.1416,0.28,4,1,0.5377,1,1,at-risk
STU02526,35,Doha,2024-01-28,0,4,0,0.0,0.59,11,1,0.6275,1,2,dropped
STU02527,27,Baghdad,2024-08-24,0,7,1,0.021,1.99,1,2,0.3465,1,1,at-risk
STU02528,23,Baghdad,2024-02-07,0,4,0,0.0,2.15,7,3,0.4708,1,1,at-risk
STU02529,20,Amman,2024-12-09,0,1,1,0.1405,1.71,16,3,0.5714,1,1,at-risk
STU02530,21,Alexandria,2024-05-08,0,5,4,0.175,1.81,1,1,0.4305,1,1,at-risk
STU02531,20,Alexandria,2024-04-11,0,2,6,0.586,9.13,10,9,0.1547,0,0,active
STU02532,27,Doha,2024-09-06,0,6,17,0.5567,2.52,17,3,0.3484,1,1,at-risk
STU02533,21,Beirut,2024-07-01,0,7,12,0.3386,3.06,13,2,0.0844,0,0,active
STU02534,28,Riyadh,2024-12-09,0,4,6,0.299,4.73,1,8,0.3289,1,1,at-risk
STU02535,22,Dubai,2024-02-21,0,3,2,0.1514,1.9,10,1,0.4991,1,1,at-risk
STU02536,22,Amman,2024-11-13,0,7,18,0.5135,4.27,1,3,0.0873,0,0,active
STU02537,17,Alexandria,2024-04-09,0,6,0,0.0,0.1,25,0,0.9795,1,2,dropped
STU02538,26,Beirut,2024-09-05,0,4,8,0.3861,1.34,2,3,0.3998,1,1,at-risk
STU02539,21,Casablanca,2024-06-17,0,2,3,0.3024,3.37,2,4,0.0042,0,0,active
STU02540,26,Doha,2024-12-03,0,1,2,0.3667,4.34,1,10,0.1066,0,0,active
STU02541,32,Amman,2024-12-21,0,1,2,0.3441,5.29,2,6,0.0137,0,0,active
STU02542,31,Doha,2024-03-19,0,3,4,0.2827,2.47,3,1,0.5295,1,1,at-risk
STU02543,34,Doha,2024-10-17,1,7,5,0.1571,0.34,4,0,1.0,1,2,dropped
STU02544,27,Beirut,2024-06-10,0,1,4,0.7509,11.05,10,13,0.0,0,0,active
STU02545,25,Tunis,2024-03-27,0,3,2,0.1375,2.6,8,1,0.4209,1,1,at-risk
STU02546,20,Cairo,2024-06-09,0,4,0,0.0,0.52,8,1,0.4748,1,1,at-risk
STU02547,17,Dubai,2024-04-23,1,4,6,0.3147,2.15,15,2,0.632,1,2,dropped
STU02548,23,Tunis,2024-05-21,0,1,5,1.0,12.94,5,19,0.0,0,0,active
STU02549,23,Beirut,2024-03-09,0,3,3,0.2313,5.74,12,3,0.3074,1,1,at-risk
STU02550,17,Beirut,2024-09-02,0,7,0,0.007,1.2,19,2,0.7683,1,2,dropped
STU02551,30,Casablanca,2024-08-16,0,1,0,0.0,1.69,5,3,0.507,1,1,at-risk
STU02552,27,Beirut,2024-06-05,0,6,20,0.6666,8.1,11,7,0.0183,0,0,active
STU02553,30,Casablanca,2024-10-09,0,4,0,0.0,1.55,14,3,0.3339,1,1,at-risk
STU02554,26,Alexandria,2024-03-30,0,7,6,0.1834,1.43,9,1,0.5456,1,1,at-risk
STU02555,29,Doha,2024-02-11,0,2,1,0.1388,0.18,10,2,0.5757,1,1,at-risk
STU02556,25,Amman,2024-03-12,0,5,3,0.1166,1.94,5,4,0.5383,1,1,at-risk
STU02557,23,Baghdad,2024-04-10,0,1,3,0.5273,5.27,4,5,0.0,0,0,active
STU02558,28,Amman,2024-11-16,0,4,10,0.5241,5.28,19,10,0.1942,0,0,active
STU02559,25,Alexandria,2024-02-08,0,5,0,0.0,4.29,1,3,0.3828,1,1,at-risk
STU02560,28,Cairo,2024-09-16,0,4,3,0.1323,2.25,15,1,0.5664,1,1,at-risk
STU02561,21,Cairo,2024-10-24,1,1,2,0.312,5.31,1,9,0.2795,0,0,active
STU02562,21,Doha,2024-07-26,0,4,0,0.0,1.82,14,3,0.3977,1,1,at-risk
STU02563,26,Doha,2024-04-18,1,6,23,0.7791,13.72,2,19,0.2992,0,0,active
STU02564,25,Cairo,2024-10-09,0,6,0,0.0,0.1,18,1,0.7464,1,2,dropped
STU02565,22,Amman,2024-10-05,0,6,1,0.0174,0.1,8,0,0.7155,1,2,dropped
STU02566,27,Baghdad,2024-08-29,0,3,1,0.0824,1.66,19,2,0.3861,1,1,at-risk
STU02567,24,Riyadh,2024-07-06,0,1,0,0.0623,4.95,14,4,0.4135,1,1,at-risk
STU02568,30,Tunis,2024-04-24,1,5,7,0.2686,4.25,35,3,0.7353,1,2,dropped
STU02569,31,Doha,2024-05-28,0,7,15,0.4364,8.29,3,11,0.0736,0,0,active
STU02570,23,Riyadh,2024-08-25,0,5,0,0.0,0.27,6,1,0.5485,1,1,at-risk
STU02571,19,Baghdad,2024-09-18,0,4,5,0.25,0.52,13,2,0.7144,1,2,dropped
STU02572,28,Alexandria,2024-07-22,0,6,14,0.4574,2.05,9,1,0.2413,0,0,active
STU02573,23,Beirut,2024-09-14,0,6,13,0.4317,6.98,8,6,0.1606,0,0,active
STU02574,28,Cairo,2024-12-05,0,3,7,0.4403,5.33,3,6,0.1464,0,0,active
STU02575,25,Dubai,2024-11-10,0,2,5,0.5074,7.67,3,6,0.1736,0,0,active
STU02576,28,Riyadh,2024-09-20,0,6,16,0.5365,8.21,26,13,0.2942,0,0,active
STU02577,29,Riyadh,2024-08-16,0,5,6,0.2487,0.93,8,0,0.7987,1,2,dropped
STU02578,23,Riyadh,2024-04-01,0,3,2,0.1572,3.85,1,1,0.3015,1,1,at-risk
STU02579,24,Doha,2024-10-16,1,1,2,0.3712,5.61,14,9,0.0364,0,0,active
STU02580,29,Riyadh,2024-09-04,0,6,24,0.8003,12.27,9,11,0.0,0,0,active
STU02581,17,Beirut,2024-01-21,0,7,11,0.3137,4.66,10,1,0.0676,0,0,active
STU02582,23,Dubai,2024-09-06,0,2,3,0.259,2.72,8,5,0.4315,1,1,at-risk
STU02583,30,Dubai,2024-02-02,0,3,0,0.0,0.68,3,1,0.6626,1,2,dropped
STU02584,22,Amman,2024-07-08,0,2,1,0.1155,0.1,8,0,0.7155,1,2,dropped
STU02585,22,Dubai,2024-01-22,0,5,4,0.1563,1.86,18,2,0.5731,1,1,at-risk
STU02586,23,Dubai,2024-09-22,0,6,25,0.8418,11.79,1,16,0.0,0,0,active
STU02587,21,Beirut,2024-07-17,0,2,7,0.6563,9.31,21,11,0.1606,0,0,active
STU02588,26,Casablanca,2024-08-20,0,4,0,0.0,0.3,11,1,0.5639,1,1,at-risk
STU02589,23,Cairo,2024-01-21,0,6,13,0.4294,6.35,6,6,0.0718,0,0,active
STU02590,21,Beirut,2024-02-22,0,1,0,0.0804,0.4,6,3,0.7107,1,2,dropped
STU02591,17,Baghdad,2024-11-20,0,2,2,0.1772,1.82,15,1,0.6984,1,2,dropped
STU02592,21,Amman,2024-05-14,0,1,2,0.4326,7.0,26,8,0.1346,0,0,active
STU02593,32,Doha,2024-10-05,0,1,3,0.6962,9.74,1,14,0.0,0,0,active
STU02594,29,Doha,2024-03-30,0,4,1,0.0706,1.39,9,2,0.5783,1,1,at-risk
STU02595,21,Tunis,2024-11-30,0,5,22,0.8965,12.28,2,24,0.0,0,0,active
STU02596,18,Tunis,2024-07-06,0,6,3,0.1023,3.36,7,3,0.4493,1,1,at-risk
STU02597,29,Doha,2024-11-30,0,6,8,0.2797,2.01,3,6,0.4668,1,1,at-risk
STU02598,22,Alexandria,2024-09-21,0,6,6,0.2112,2.63,5,3,0.4961,1,1,at-risk
STU02599,23,Amman,2024-07-11,0,2,0,0.0332,1.92,1,0,0.5107,1,1,at-risk
STU02600,25,Dubai,2024-09-21,0,3,10,0.6596,8.94,2,12,0.0,0,0,active
STU02601,29,Tunis,2024-06-29,0,1,0,0.0226,0.72,10,2,0.6673,1,2,dropped
STU02602,25,Beirut,2024-09-06,0,5,25,0.9842,8.34,25,6,0.1833,0,0,active
STU02603,17,Casablanca,2024-11-05,1,4,5,0.2708,2.98,7,1,0.659,1,2,dropped
STU02604,31,Cairo,2024-09-13,0,3,2,0.1639,0.79,3,1,0.6901,1,2,dropped
STU02605,34,Riyadh,2024-08-13,0,2,2,0.2098,3.52,1,3,0.2667,0,0,active
STU02606,24,Riyadh,2024-04-27,1,5,1,0.04,0.27,61,0,1.0,1,2,dropped
STU02607,26,Alexandria,2024-09-20,0,1,2,0.3094,1.33,13,0,0.5117,1,1,at-risk
STU02608,26,Amman,2024-04-18,1,5,8,0.3345,3.69,3,5,0.2066,0,0,active
STU02609,28,Riyadh,2024-04-05,0,3,4,0.2397,0.67,5,2,0.6967,1,2,dropped
STU02610,25,Riyadh,2024-07-04,0,2,1,0.1181,4.37,4,3,0.2711,0,0,active
STU02611,30,Doha,2024-03-01,0,6,10,0.3371,3.61,1,2,0.2587,0,0,active
STU02612,25,Dubai,2024-07-31,0,5,4,0.1488,0.46,2,1,0.81,1,2,dropped
STU02613,21,Beirut,2024-02-28,0,2,4,0.418,7.77,17,5,0.0794,0,0,active
STU02614,17,Casablanca,2024-12-11,0,7,11,0.3098,6.12,6,11,0.0859,0,0,active
STU02615,21,Casablanca,2024-09-02,0,1,1,0.2228,3.24,4,5,0.4424,1,1,at-risk
STU02616,22,Dubai,2024-10-29,1,6,14,0.458,5.95,8,7,0.1322,0,0,active
STU02617,22,Riyadh,2024-11-27,0,6,9,0.3137,4.58,9,4,0.0712,0,0,active
STU02618,29,Tunis,2024-01-12,0,5,17,0.6793,10.54,2,12,0.0597,0,0,active
STU02619,21,Dubai,2024-01-23,0,7,2,0.0664,0.87,7,1,0.6014,1,2,dropped
STU02620,26,Riyadh,2024-10-20,1,4,4,0.1832,1.7,23,4,0.7006,1,2,dropped
STU02621,17,Doha,2024-03-23,0,4,8,0.3768,2.68,2,3,0.3429,1,1,at-risk
STU02622,25,Riyadh,2024-11-18,0,6,4,0.1385,1.32,5,5,0.6801,1,2,dropped
STU02623,19,Baghdad,2024-01-21,0,7,17,0.4758,3.64,27,4,0.2812,0,0,active
STU02624,20,Doha,2024-03-16,0,1,1,0.114,0.54,2,1,0.4667,1,1,at-risk
STU02625,24,Cairo,2024-03-26,0,2,1,0.0905,0.89,1,0,0.7999,1,2,dropped
STU02626,17,Amman,2024-04-02,0,3,2,0.1174,1.71,5,2,0.4472,1,1,at-risk
STU02627,22,Baghdad,2024-07-26,0,2,5,0.4657,6.25,1,9,0.0,0,0,active
STU02628,21,Doha,2024-10-15,0,3,6,0.3694,4.02,5,3,0.1662,0,0,active
STU02629,18,Cairo,2024-12-04,0,3,0,0.0,1.2,11,2,0.6779,1,2,dropped
STU02630,27,Amman,2024-02-13,0,2,2,0.2471,0.98,3,2,0.5758,1,1,at-risk
STU02631,22,Dubai,2024-08-17,0,1,1,0.2509,3.37,17,4,0.4102,1,1,at-risk
STU02632,34,Doha,2024-08-29,0,3,8,0.5558,5.95,4,11,0.1395,0,0,active
STU02633,17,Casablanca,2024-03-28,0,2,5,0.511,6.02,21,8,0.2143,0,0,active
STU02634,22,Dubai,2024-07-29,0,2,1,0.1057,1.56,2,1,0.5933,1,1,at-risk
STU02635,17,Doha,2024-03-14,0,3,0,0.0,1.48,4,2,0.7136,1,2,dropped
STU02636,20,Doha,2024-04-03,0,7,35,1.0,14.0,22,18,0.0104,0,0,active
STU02637,33,Doha,2024-12-03,0,3,8,0.5053,5.84,1,9,0.1739,0,0,active
STU02638,26,Baghdad,2024-05-15,0,5,13,0.5107,5.6,4,3,0.1115,0,0,active
STU02639,27,Riyadh,2024-12-17,0,6,1,0.0486,0.65,1,0,0.825,1,2,dropped
STU02640,23,Beirut,2024-08-20,0,5,14,0.5544,7.18,24,9,0.1792,0,0,active
STU02641,24,Doha,2024-10-29,1,5,2,0.0987,0.68,2,0,0.9214,1,2,dropped
STU02642,23,Alexandria,2024-04-27,1,3,0,0.0,0.75,1,2,0.8049,1,2,dropped
STU02643,17,Tunis,2024-07-16,0,7,0,0.0,0.56,1,1,0.7817,1,2,dropped
STU02644,29,Riyadh,2024-02-25,0,6,10,0.3423,3.74,6,2,0.2067,0,0,active
STU02645,29,Cairo,2024-04-13,0,2,0,0.0041,0.79,21,4,0.7383,1,2,dropped
STU02646,23,Baghdad,2024-09-15,0,2,0,0.0,0.4,1,4,0.676,1,2,dropped
STU02647,17,Tunis,2024-03-17,0,4,7,0.34,4.12,1,5,0.26,0,0,active
STU02648,17,Doha,2024-02-19,0,2,0,0.0,0.21,4,0,0.6733,1,2,dropped
STU02649,28,Riyadh,2024-08-31,0,7,2,0.0589,3.8,1,4,0.4227,1,1,at-risk
STU02650,26,Doha,2024-11-03,1,2,6,0.612,4.67,5,7,0.2108,0,0,active
STU02651,27,Cairo,2024-09-29,0,6,1,0.0442,1.0,9,2,0.6957,1,2,dropped
STU02652,26,Baghdad,2024-03-01,0,1,0,0.0,0.27,9,0,0.7679,1,2,dropped
STU02653,19,Alexandria,2024-09-03,0,2,10,1.0,11.44,1,14,0.0,0,0,active
STU02654,23,Riyadh,2024-11-04,1,6,0,0.0,1.24,10,1,0.8452,1,2,dropped
STU02655,22,Baghdad,2024-01-01,0,1,1,0.1527,2.23,10,2,0.4532,1,1,at-risk
STU02656,27,Tunis,2024-09-24,0,4,6,0.296,1.01,19,1,0.8152,1,2,dropped
STU02657,24,Tunis,2024-07-08,0,1,2,0.3186,3.46,8,4,0.0864,0,0,active
STU02658,30,Cairo,2024-12-23,0,4,7,0.3414,3.14,27,7,0.2342,0,0,active
STU02659,19,Baghdad,2024-08-07,0,7,1,0.0298,1.48,2,3,0.7648,1,2,dropped
STU02660,18,Dubai,2024-09-03,0,6,25,0.818,7.8,11,10,0.0,0,0,active
STU02661,23,Tunis,2024-06-28,0,7,35,1.0,14.0,1,20,0.0,0,0,active
STU02662,31,Doha,2024-12-22,0,5,9,0.3799,7.69,15,12,0.1622,0,0,active
STU02663,22,Doha,2024-02-20,0,2,2,0.2301,3.23,1,3,0.1789,0,0,active
STU02664,25,Tunis,2024-03-09,0,7,23,0.6584,3.97,7,5,0.0362,0,0,active
STU02665,25,Amman,2024-09-01,0,1,1,0.2069,1.38,44,0,0.9507,1,2,dropped
